method,model,execFolder,round,value
SSMC,demos.XY$Builder,exec_12,3,8.686394308968223
SSMC,demos.XY$Builder,exec_12,4,14.362912945824037
SSMC,demos.XY$Builder,exec_12,5,27.687299305216722
SSMC,demos.XY$Builder,exec_12,6,62.2568514370266
SSMC,demos.XY$Builder,exec_12,7,108.64118943826927
SSMC,demos.XY$Builder,exec_12,8,217.31041796827182
SSMC,demos.XY$Builder,exec_12,9,453.86195699650096
SSMC,demos.XY$Builder,exec_12,10,907.7800720583239
SSMC,demos.XY$Builder,exec_12,11,1815.300518538047
SSMC,demos.XY$Builder,exec_12,12,3593.8171089972575
SSMC,demos.XY$Builder,exec_12,13,7243.959062513507
SSMC,demos.XY$Builder,exec_12,14,14422.928297499739
SSMC,demos.XY$Builder,exec_12,15,28984.862289572884
SAIS,demos.ToyMix$Builder,exec_5,1,32.41065811231865
SAIS,demos.ToyMix$Builder,exec_5,2,17.567488932961904
SAIS,demos.ToyMix$Builder,exec_5,3,37.791890862196844
SAIS,demos.ToyMix$Builder,exec_5,4,68.1288605042344
SAIS,demos.ToyMix$Builder,exec_5,5,148.35889450483702
SAIS,demos.ToyMix$Builder,exec_5,6,248.33508202157975
SAIS,demos.ToyMix$Builder,exec_5,7,553.3896038547595
SAIS,demos.ToyMix$Builder,exec_5,8,1015.6599798956181
SAIS,demos.ToyMix$Builder,exec_5,9,2063.9839503850785
SAIS,demos.ToyMix$Builder,exec_5,10,4206.9690156375445
SAIS,demos.ToyMix$Builder,exec_5,11,8062.519990444618
SAIS,demos.ToyMix$Builder,exec_5,12,16513.723070198066
SAIS,demos.ToyMix$Builder,exec_5,13,32028.3522801543
SAIS,demos.ToyMix$Builder,exec_5,14,63508.230349752994
SAIS,demos.ToyMix$Builder,exec_5,15,128227.52857939251
SSMC,demos.AnnealedMVN$Builder,exec_4,1,11.296525100405049
SSMC,demos.AnnealedMVN$Builder,exec_4,2,48.856331297663495
SSMC,demos.AnnealedMVN$Builder,exec_4,3,37.587900487492774
SSMC,demos.AnnealedMVN$Builder,exec_4,4,92.14059357675217
SSMC,demos.AnnealedMVN$Builder,exec_4,5,161.4345416682223
SSMC,demos.AnnealedMVN$Builder,exec_4,6,302.60164438077186
SSMC,demos.AnnealedMVN$Builder,exec_4,7,639.2392174198277
SSMC,demos.AnnealedMVN$Builder,exec_4,8,1213.0831893436289
SSMC,demos.AnnealedMVN$Builder,exec_4,9,2545.622032763877
SSMC,demos.AnnealedMVN$Builder,exec_4,10,4836.075817574547
SSMC,demos.AnnealedMVN$Builder,exec_4,11,9622.673429520677
