method,model,execFolder,round,chain,beta,isAdapt,value
PT-20,mix.SimpleMixture$Builder,exec_39,5,15,0.019052681675811235,true,-0.011930996676279431
PT-20,mix.SimpleMixture$Builder,exec_39,5,16,0.007387320050093888,true,0.020618471042527044
PT-20,mix.SimpleMixture$Builder,exec_39,5,17,0.002080489067286083,true,-0.09465571701491701
PT-20,mix.SimpleMixture$Builder,exec_39,5,18,5.414574102024731E-4,true,-0.13682866305790312
PT-20,mix.SimpleMixture$Builder,exec_39,5,19,0.0,true,-0.013839949890291931
PT-20,mix.SimpleMixture$Builder,exec_39,6,0,1.0,true,0.6218264102499296
PT-20,mix.SimpleMixture$Builder,exec_39,6,1,0.9758724641228079,true,0.852084347432044
PT-20,mix.SimpleMixture$Builder,exec_39,6,2,0.9538231825221283,true,0.8649421303540158
PT-20,mix.SimpleMixture$Builder,exec_39,6,3,0.9245640926305749,true,0.763834498102189
PT-20,mix.SimpleMixture$Builder,exec_39,6,4,0.8768149825446051,true,0.570727055518492
PT-20,mix.SimpleMixture$Builder,exec_39,6,5,0.8425210345823343,true,0.8323259951502119
PT-20,mix.SimpleMixture$Builder,exec_39,6,6,0.8060615141168141,true,0.819187536867448
PT-20,mix.SimpleMixture$Builder,exec_39,6,7,0.776403975713491,true,0.907936898654012
PT-20,mix.SimpleMixture$Builder,exec_39,6,8,0.7428321625247316,true,0.8532204612979665
PT-20,mix.SimpleMixture$Builder,exec_39,6,9,0.6631912896334301,true,0.6401579225322136
PT-20,mix.SimpleMixture$Builder,exec_39,6,10,0.5131082991453665,true,0.1620374356527771
PT-20,mix.SimpleMixture$Builder,exec_39,6,11,0.340670040448769,true,-0.10897233840046894
PT-20,mix.SimpleMixture$Builder,exec_39,6,12,0.19988066578319558,true,0.1717321375958784
PT-20,mix.SimpleMixture$Builder,exec_39,6,13,0.10572032500756229,true,0.19766895936959825
PT-20,mix.SimpleMixture$Builder,exec_39,6,14,0.058042752644826494,true,0.11955195796233749
PT-20,mix.SimpleMixture$Builder,exec_39,6,15,0.03229386047065091,true,0.05258806705018492
PT-20,mix.SimpleMixture$Builder,exec_39,6,16,0.015833890983548638,true,0.05059283711051112
PT-20,mix.SimpleMixture$Builder,exec_39,6,17,0.005587982842149813,true,-0.04949008890174079
PT-20,mix.SimpleMixture$Builder,exec_39,6,18,9.805439635208783E-4,true,0.06785493805122811
PT-20,mix.SimpleMixture$Builder,exec_39,6,19,0.0,true,-0.007060969395420991
PT-20,mix.SimpleMixture$Builder,exec_39,7,0,1.0,true,0.8203607019886188
PT-20,mix.SimpleMixture$Builder,exec_39,7,1,0.964490057467291,true,0.8018485350565989
PT-20,mix.SimpleMixture$Builder,exec_39,7,2,0.9402967760752936,true,0.8953696716000404
PT-20,mix.SimpleMixture$Builder,exec_39,7,3,0.9147123777606708,true,0.793198987710136
PT-20,mix.SimpleMixture$Builder,exec_39,7,4,0.8782569028939995,true,0.8073628023950362
PT-20,mix.SimpleMixture$Builder,exec_39,7,5,0.8426876628556117,true,0.7246471671471031
PT-20,mix.SimpleMixture$Builder,exec_39,7,6,0.8090145358854869,true,0.7209989298770959
PT-20,mix.SimpleMixture$Builder,exec_39,7,7,0.7849843443672473,true,0.8023985450561807
PT-20,mix.SimpleMixture$Builder,exec_39,7,8,0.7539339219520067,true,0.8969208273084792
PT-20,mix.SimpleMixture$Builder,exec_39,7,9,0.702597084379056,true,0.8814679023662382
PT-20,mix.SimpleMixture$Builder,exec_39,7,10,0.5730830602532639,true,0.3506254497960504
PT-20,mix.SimpleMixture$Builder,exec_39,7,11,0.3362449360672799,true,0.024465793888596665
PT-20,mix.SimpleMixture$Builder,exec_39,7,12,0.17478725909103707,true,0.16667670686878022
PT-20,mix.SimpleMixture$Builder,exec_39,7,13,0.11375656970660564,true,0.15878284588923364
PT-20,mix.SimpleMixture$Builder,exec_39,7,14,0.05814329604923413,true,0.07975600712689301
PT-20,mix.SimpleMixture$Builder,exec_39,7,15,0.03119481406887815,true,0.1413705122619211
PT-20,mix.SimpleMixture$Builder,exec_39,7,16,0.014690623677652214,true,0.08946652026140675
PT-20,mix.SimpleMixture$Builder,exec_39,7,17,0.004732619060758482,true,-0.038619680891281885
PT-20,mix.SimpleMixture$Builder,exec_39,7,18,8.827614912757228E-4,true,-0.004619834487516403
PT-20,mix.SimpleMixture$Builder,exec_39,7,19,0.0,true,-0.006230232456470765
PT-20,mix.SimpleMixture$Builder,exec_39,8,0,1.0,true,0.7526713535822374
PT-20,mix.SimpleMixture$Builder,exec_39,8,1,0.9581300615352747,true,0.8792115431704701
PT-20,mix.SimpleMixture$Builder,exec_39,8,2,0.9304340976581601,true,0.858103341805377
PT-20,mix.SimpleMixture$Builder,exec_39,8,3,0.9028599036525518,true,0.7367190901743128
PT-20,mix.SimpleMixture$Builder,exec_39,8,4,0.8694033348827375,true,0.6890680512957539
PT-20,mix.SimpleMixture$Builder,exec_39,8,5,0.8336485435293368,true,0.6757667775028571
PT-20,mix.SimpleMixture$Builder,exec_39,8,6,0.8007444474440365,true,0.7362260654378434
PT-20,mix.SimpleMixture$Builder,exec_39,8,7,0.7730314228726551,true,0.8415462206584562
PT-20,mix.SimpleMixture$Builder,exec_39,8,8,0.745761889984919,true,0.9040903467763535
PT-20,mix.SimpleMixture$Builder,exec_39,8,9,0.7070820428553042,true,0.8784578953886203
PT-20,mix.SimpleMixture$Builder,exec_39,8,10,0.5705996262161543,true,0.2916242684035805
PT-20,mix.SimpleMixture$Builder,exec_39,8,11,0.3619318629383309,true,0.022919880415957567
PT-20,mix.SimpleMixture$Builder,exec_39,8,12,0.20369737267152283,true,0.10745184124658932
PT-20,mix.SimpleMixture$Builder,exec_39,8,13,0.1157357014551016,true,0.0889874202792194
PT-20,mix.SimpleMixture$Builder,exec_39,8,14,0.06176013464820155,true,0.09199825851661761
PT-20,mix.SimpleMixture$Builder,exec_39,8,15,0.03183302563044254,true,0.09941847063919838
PT-20,mix.SimpleMixture$Builder,exec_39,8,16,0.01621681836055767,true,0.15258697871630375
PT-20,mix.SimpleMixture$Builder,exec_39,8,17,0.005646298836473778,true,0.032585428532925766
PT-20,mix.SimpleMixture$Builder,exec_39,8,18,0.0010412331204391473,true,0.02592715790697396
PT-20,mix.SimpleMixture$Builder,exec_39,8,19,0.0,true,-0.004326962262400067
PT-20,mix.SimpleMixture$Builder,exec_39,9,0,1.0,true,0.7685107062247591
PT-20,mix.SimpleMixture$Builder,exec_39,9,1,0.9659700134369686,true,0.8512736350702071
PT-20,mix.SimpleMixture$Builder,exec_39,9,2,0.940717126762466,true,0.8509270558137673
PT-20,mix.SimpleMixture$Builder,exec_39,9,3,0.9137541413652184,true,0.8045517058608882
PT-20,mix.SimpleMixture$Builder,exec_39,9,4,0.8799726074613136,true,0.7529776280475537
PT-20,mix.SimpleMixture$Builder,exec_39,9,5,0.8424826837927095,true,0.6182480069742976
PT-20,mix.SimpleMixture$Builder,exec_39,9,6,0.8065086571093876,true,0.7052894406398557
PT-20,mix.SimpleMixture$Builder,exec_39,9,7,0.7738534522698213,true,0.8571746868698438
PT-20,mix.SimpleMixture$Builder,exec_39,9,8,0.7450455093239593,true,0.9129929571541753
PT-20,mix.SimpleMixture$Builder,exec_39,9,9,0.7152189375615127,true,0.8955471906760941
PT-20,mix.SimpleMixture$Builder,exec_39,9,10,0.5977456734031745,true,0.4490598133781604
PT-20,mix.SimpleMixture$Builder,exec_39,9,11,0.37680797051783993,true,0.11294009017738989
PT-20,mix.SimpleMixture$Builder,exec_39,9,12,0.20109171628201603,true,0.11285265262422453
PT-20,mix.SimpleMixture$Builder,exec_39,9,13,0.11180670119125846,true,0.104505363556777
PT-20,mix.SimpleMixture$Builder,exec_39,9,14,0.06515507134251336,true,0.05847451546212068
PT-20,mix.SimpleMixture$Builder,exec_39,9,15,0.03321427450560108,true,0.07498524970746549
PT-20,mix.SimpleMixture$Builder,exec_39,9,16,0.014594184680135387,true,0.03797345893847604
PT-20,mix.SimpleMixture$Builder,exec_39,9,17,0.004891252919163449,true,0.0294420443677662
PT-20,mix.SimpleMixture$Builder,exec_39,9,18,8.63352967042782E-4,true,0.0032081240521943536
PT-20,mix.SimpleMixture$Builder,exec_39,9,19,0.0,true,-0.006432410516740898
PT-20,mix.SimpleMixture$Builder,exec_39,10,0,1.0,false,0.784976039860019
PT-20,mix.SimpleMixture$Builder,exec_39,10,1,0.9630673550356363,false,0.8705807801200371
PT-20,mix.SimpleMixture$Builder,exec_39,10,2,0.9363911346773174,false,0.8513728838474165
PT-20,mix.SimpleMixture$Builder,exec_39,10,3,0.9060984204772835,false,0.7806511987843556
PT-20,mix.SimpleMixture$Builder,exec_39,10,4,0.8704710529030408,false,0.6635252405447887
PT-20,mix.SimpleMixture$Builder,exec_39,10,5,0.8318508606170669,false,0.6609534771558346
PT-20,mix.SimpleMixture$Builder,exec_39,10,6,0.7967520965365098,false,0.7207523487210509
PT-20,mix.SimpleMixture$Builder,exec_39,10,7,0.7669183932424968,false,0.8678288464595739
PT-20,mix.SimpleMixture$Builder,exec_39,10,8,0.7394330257452714,false,0.8935654088847615
PT-20,mix.SimpleMixture$Builder,exec_39,10,9,0.6926369201789743,false,0.8727197298098394
PT-20,mix.SimpleMixture$Builder,exec_39,10,10,0.5814743685647347,false,0.47858937680077873
PT-20,mix.SimpleMixture$Builder,exec_39,10,11,0.35868071068782825,false,0.09314795071551156
PT-20,mix.SimpleMixture$Builder,exec_39,10,12,0.20266936092071985,false,0.09338585241156647
PT-20,mix.SimpleMixture$Builder,exec_39,10,13,0.11104978447051182,false,0.13837691995583062
PT-20,mix.SimpleMixture$Builder,exec_39,10,14,0.05977555231771469,false,0.14367299399787323
PT-20,mix.SimpleMixture$Builder,exec_39,10,15,0.031601548988969726,false,0.10511391494917068
PT-20,mix.SimpleMixture$Builder,exec_39,10,16,0.014065763678829196,false,0.08340631964994524
PT-20,mix.SimpleMixture$Builder,exec_39,10,17,0.004742374946885954,false,0.03697075333241792
PT-20,mix.SimpleMixture$Builder,exec_39,10,18,7.976817442906924E-4,false,0.0068974796175099145
PT-20,mix.SimpleMixture$Builder,exec_39,10,19,0.0,false,-6.216324289051219E-4
PT-20,demos.AnnealedMVN$Builder,exec_26,0,0,1.0,true,1.0
PT-20,demos.AnnealedMVN$Builder,exec_26,0,1,0.9473684210526315,true,1.0
PT-20,demos.AnnealedMVN$Builder,exec_26,0,2,0.8947368421052632,true,0.9367769491238309
PT-20,demos.AnnealedMVN$Builder,exec_26,0,3,0.8421052631578947,true,-1.0
PT-20,demos.AnnealedMVN$Builder,exec_26,0,4,0.7894736842105263,true,0.6911883813739162
PT-20,demos.AnnealedMVN$Builder,exec_26,0,5,0.7368421052631579,true,-1.0
PT-20,demos.AnnealedMVN$Builder,exec_26,0,6,0.6842105263157895,true,1.0
PT-20,demos.AnnealedMVN$Builder,exec_26,0,7,0.631578947368421,true,1.0
PT-20,demos.AnnealedMVN$Builder,exec_26,0,8,0.5789473684210527,true,0.4739969525530531
PT-20,demos.AnnealedMVN$Builder,exec_26,0,9,0.5263157894736842,true,-1.0
PT-20,demos.AnnealedMVN$Builder,exec_26,0,10,0.47368421052631576,true,-1.0
PT-20,demos.AnnealedMVN$Builder,exec_26,0,11,0.42105263157894735,true,-0.8076826629921028
PT-20,demos.AnnealedMVN$Builder,exec_26,0,12,0.3684210526315789,true,-0.6508387948648782
PT-20,demos.AnnealedMVN$Builder,exec_26,0,13,0.3157894736842105,true,-1.0
PT-20,demos.AnnealedMVN$Builder,exec_26,0,14,0.2631578947368421,true,-0.7240223722259407
PT-20,demos.AnnealedMVN$Builder,exec_26,0,15,0.21052631578947367,true,1.0
PT-20,demos.AnnealedMVN$Builder,exec_26,0,16,0.15789473684210525,true,-0.8558825924110794
PT-20,demos.AnnealedMVN$Builder,exec_26,0,17,0.10526315789473684,true,-1.0
PT-20,demos.AnnealedMVN$Builder,exec_26,0,18,0.05263157894736842,true,-0.13326682147681293
PT-20,demos.AnnealedMVN$Builder,exec_26,0,19,0.0,true,-0.3833245195767514
PT-20,demos.AnnealedMVN$Builder,exec_26,1,0,1.0,true,-0.1807969383107798
PT-20,demos.AnnealedMVN$Builder,exec_26,1,1,0.6835199006855353,true,0.05807284941693743
PT-20,demos.AnnealedMVN$Builder,exec_26,1,2,0.6172690981171391,true,0.48888762884655707
PT-20,demos.AnnealedMVN$Builder,exec_26,1,3,0.5881471727848554,true,0.15547974276549043
PT-20,demos.AnnealedMVN$Builder,exec_26,1,4,0.562784125876405,true,1.0
PT-20,demos.AnnealedMVN$Builder,exec_26,1,5,0.5406146213109364,true,0.6558394814833002
PT-20,demos.AnnealedMVN$Builder,exec_26,1,6,0.5197288303137338,true,-0.103501753551686
PT-20,demos.AnnealedMVN$Builder,exec_26,1,7,0.506043533625254,true,0.271299033075236
PT-20,demos.AnnealedMVN$Builder,exec_26,1,8,0.4717174172698711,true,-0.34947928777053944
PT-20,demos.AnnealedMVN$Builder,exec_26,1,9,0.40063801404451377,true,0.4964784868260001
PT-20,demos.AnnealedMVN$Builder,exec_26,1,10,0.37339013369685015,true,0.12057867835332431
PT-20,demos.AnnealedMVN$Builder,exec_26,1,11,0.3683764496865009,true,-0.3016972639670391
PT-20,demos.AnnealedMVN$Builder,exec_26,1,12,0.36415185631432523,true,-0.55377094600614
PT-20,demos.AnnealedMVN$Builder,exec_26,1,13,0.34418487822753174,true,-0.43687511074066404
PT-20,demos.AnnealedMVN$Builder,exec_26,1,14,0.23269966778945161,true,-0.11881467838742456
PT-20,demos.AnnealedMVN$Builder,exec_26,1,15,0.21052630494319802,true,-0.4788721504930053
PT-20,demos.AnnealedMVN$Builder,exec_26,1,16,0.20759681009779285,true,-0.5087955685922434
PT-20,demos.AnnealedMVN$Builder,exec_26,1,17,0.18762720472714828,true,-0.10476602564273116
PT-20,demos.AnnealedMVN$Builder,exec_26,1,18,0.08603100862341197,true,-0.22324941667633044
PT-20,demos.AnnealedMVN$Builder,exec_26,1,19,0.0,true,-0.3014801028168529
PT-20,demos.AnnealedMVN$Builder,exec_26,2,0,1.0,true,-0.029987632583197397
PT-20,demos.AnnealedMVN$Builder,exec_26,2,1,0.998663613068748,true,-0.2889398161667835
PT-20,demos.AnnealedMVN$Builder,exec_26,2,2,0.9894742446587731,true,-0.23825269670102306
PT-20,demos.AnnealedMVN$Builder,exec_26,2,3,0.9645563835709794,true,0.03784286244680841
PT-20,demos.AnnealedMVN$Builder,exec_26,2,4,0.9160345186062715,true,-0.41321318112930316
PT-20,demos.AnnealedMVN$Builder,exec_26,2,5,0.8360331385655526,true,-0.13665162834082356
PT-20,demos.AnnealedMVN$Builder,exec_26,2,6,0.7166767322497279,true,-0.2561586002859013
PT-20,demos.AnnealedMVN$Builder,exec_26,2,7,0.5525851638893108,true,0.1777444787858658
PT-20,demos.AnnealedMVN$Builder,exec_26,2,8,0.5417720011924286,true,0.29556795345629905
PT-20,demos.AnnealedMVN$Builder,exec_26,2,9,0.5293611139389114,true,0.02461607071294277
PT-20,demos.AnnealedMVN$Builder,exec_26,2,10,0.506929362487389,true,0.49015285088570665
PT-20,demos.AnnealedMVN$Builder,exec_26,2,11,0.47498457472897804,true,0.2669018758653261
PT-20,demos.AnnealedMVN$Builder,exec_26,2,12,0.3437595854412495,true,0.35704275484107234
PT-20,demos.AnnealedMVN$Builder,exec_26,2,13,0.28648023023253855,true,-0.00841780899233461
PT-20,demos.AnnealedMVN$Builder,exec_26,2,14,0.20465107484183603,true,-0.24386692842938995
PT-20,demos.AnnealedMVN$Builder,exec_26,2,15,0.1012434508317644,true,-0.0024429006561968347
PT-20,demos.AnnealedMVN$Builder,exec_26,2,16,0.04542109264792551,true,-0.1300892632763162
PT-20,demos.AnnealedMVN$Builder,exec_26,2,17,0.022647634562823767,true,-0.18697440151222633
PT-20,demos.AnnealedMVN$Builder,exec_26,2,18,0.012822580540550002,true,0.06232488694861201
PT-20,demos.AnnealedMVN$Builder,exec_26,2,19,0.0,true,0.32213198487735806
PT-20,demos.AnnealedMVN$Builder,exec_26,3,0,1.0,true,-0.3222519718953354
PT-20,demos.AnnealedMVN$Builder,exec_26,3,1,0.8274514749464926,true,-0.12842748431001066
PT-20,demos.AnnealedMVN$Builder,exec_26,3,2,0.707691735503256,true,0.8232693740523632
PT-20,demos.AnnealedMVN$Builder,exec_26,3,3,0.4671583186418119,true,0.42299841341243033
PT-20,demos.AnnealedMVN$Builder,exec_26,3,4,0.415310366804157,true,-0.5643685854305341
PT-20,demos.AnnealedMVN$Builder,exec_26,3,5,0.377881152052701,true,-0.03317495461200894
PT-20,demos.AnnealedMVN$Builder,exec_26,3,6,0.3426470845589789,true,0.2551610617189134
PT-20,demos.AnnealedMVN$Builder,exec_26,3,7,0.30743375158019054,true,-0.218893870285895
PT-20,demos.AnnealedMVN$Builder,exec_26,3,8,0.2776948132648964,true,-0.25197266499109783
PT-20,demos.AnnealedMVN$Builder,exec_26,3,9,0.2524516200103448,true,-0.10654755788051122
PT-20,demos.AnnealedMVN$Builder,exec_26,3,10,0.22966564155316793,true,-0.002896864060660618
PT-20,demos.AnnealedMVN$Builder,exec_26,3,11,0.2073680045309765,true,0.10160189501337488
PT-20,demos.AnnealedMVN$Builder,exec_26,3,12,0.18491614742864215,true,-0.14669982236970497
PT-20,demos.AnnealedMVN$Builder,exec_26,3,13,0.16323162956271836,true,-0.20521741488506884
PT-20,demos.AnnealedMVN$Builder,exec_26,3,14,0.14176109988996694,true,0.5750916010911639
PT-20,demos.AnnealedMVN$Builder,exec_26,3,15,0.11993023932443572,true,0.014138974764470819
PT-20,demos.AnnealedMVN$Builder,exec_26,3,16,0.09722364136274021,true,0.03591799284771104
PT-20,demos.AnnealedMVN$Builder,exec_26,3,17,0.07455240706107082,true,-0.45527110215033534
PT-20,demos.AnnealedMVN$Builder,exec_26,3,18,0.04883058075382342,true,0.3183595261499514
PT-20,demos.AnnealedMVN$Builder,exec_26,3,19,0.0,true,0.25580259660331395
PT-20,demos.AnnealedMVN$Builder,exec_26,4,0,1.0,true,-0.12484785752142918
PT-20,demos.AnnealedMVN$Builder,exec_26,4,1,0.9009541634844243,true,0.03472824660960348
PT-20,demos.AnnealedMVN$Builder,exec_26,4,2,0.7565978244133786,true,0.1349987510501656
PT-20,demos.AnnealedMVN$Builder,exec_26,4,3,0.6408162813470576,true,-0.19172263188272973
PT-20,demos.AnnealedMVN$Builder,exec_26,4,4,0.5803378990261985,true,0.3572784876125972
PT-20,demos.AnnealedMVN$Builder,exec_26,4,5,0.5427519177857143,true,0.26287486503101526
PT-20,demos.AnnealedMVN$Builder,exec_26,4,6,0.5078377538408719,true,0.16533126787052776
PT-20,demos.AnnealedMVN$Builder,exec_26,4,7,0.45463295513313007,true,0.038031073016149365
PT-20,demos.AnnealedMVN$Builder,exec_26,4,8,0.40233307587583045,true,-0.03409273083960288
PT-20,demos.AnnealedMVN$Builder,exec_26,4,9,0.3644266797407141,true,0.28781492599222064
PT-20,demos.AnnealedMVN$Builder,exec_26,4,10,0.3036630876300202,true,0.18763585111339873
PT-20,demos.AnnealedMVN$Builder,exec_26,4,11,0.26892745725657363,true,0.22600008403033153
PT-20,demos.AnnealedMVN$Builder,exec_26,4,12,0.21872007319420933,true,0.048539217847346605
PT-20,demos.AnnealedMVN$Builder,exec_26,4,13,0.17073099283010545,true,0.014512382140464315
PT-20,demos.AnnealedMVN$Builder,exec_26,4,14,0.1386578213691962,true,0.09602146590099157
PT-20,demos.AnnealedMVN$Builder,exec_26,4,15,0.10930586033423334,true,0.036435114273053015
PT-20,demos.AnnealedMVN$Builder,exec_26,4,16,0.08889854517512041,true,0.08613124098024402
PT-20,demos.AnnealedMVN$Builder,exec_26,4,17,0.061977171606117286,true,-0.11419408742689145
PT-20,demos.AnnealedMVN$Builder,exec_26,4,18,0.03573866529412599,true,0.044562975392750885
PT-20,demos.AnnealedMVN$Builder,exec_26,4,19,0.0,true,0.04328691704943789
PT-20,demos.AnnealedMVN$Builder,exec_26,5,0,1.0,true,0.00962928689095988
PT-20,demos.AnnealedMVN$Builder,exec_26,5,1,0.9216269588908835,true,0.17423520399162376
PT-20,demos.AnnealedMVN$Builder,exec_26,5,2,0.8292362814362647,true,0.04723045761296684
PT-20,demos.AnnealedMVN$Builder,exec_26,5,3,0.7294744006721874,true,0.10635387523352278
PT-20,demos.AnnealedMVN$Builder,exec_26,5,4,0.63101135153404,true,0.07693164520390904
PT-20,demos.AnnealedMVN$Builder,exec_26,5,5,0.5410333120596897,true,0.012208616232335651
PT-20,demos.AnnealedMVN$Builder,exec_26,5,6,0.5001669447461838,true,-0.10237689058138713
PT-20,demos.AnnealedMVN$Builder,exec_26,5,7,0.443212440440646,true,-0.25109257225443715
PT-20,demos.AnnealedMVN$Builder,exec_26,5,8,0.37542615919450145,true,-0.02040765617639008
PT-20,demos.AnnealedMVN$Builder,exec_26,5,9,0.32939310128933974,true,-0.07583101785330539
PT-20,demos.AnnealedMVN$Builder,exec_26,5,10,0.29132653960442245,true,0.14815302357554233
PT-20,demos.AnnealedMVN$Builder,exec_26,5,11,0.2446637385820823,true,-0.006644427869336025
PT-20,demos.AnnealedMVN$Builder,exec_26,5,12,0.2012021262449622,true,-0.05865676191284509
PT-20,demos.AnnealedMVN$Builder,exec_26,5,13,0.1627863553468994,true,0.2114296262174301
PT-20,demos.AnnealedMVN$Builder,exec_26,5,14,0.1375856754662709,true,-0.05761419016565518
PT-20,demos.AnnealedMVN$Builder,exec_26,5,15,0.12271463812812305,true,0.13940204712083581
PT-20,demos.AnnealedMVN$Builder,exec_26,5,16,0.10448275745106221,true,0.04357791505622772
PT-20,demos.AnnealedMVN$Builder,exec_26,5,17,0.05663268520546365,true,0.0066495625649553875
PT-20,demos.AnnealedMVN$Builder,exec_26,5,18,0.0299191045108797,true,0.060692058367616375
PT-20,demos.AnnealedMVN$Builder,exec_26,5,19,0.0,true,0.038230718954987614
PT-20,demos.AnnealedMVN$Builder,exec_26,6,0,1.0,true,0.01803860695110587
PT-20,demos.AnnealedMVN$Builder,exec_26,6,1,0.9045921471003882,true,0.024612966943558818
PT-20,demos.AnnealedMVN$Builder,exec_26,6,2,0.8273205159070387,true,0.06354914247304948
PT-20,demos.AnnealedMVN$Builder,exec_26,6,3,0.7224700940241454,true,0.11465638767272653
PT-20,demos.AnnealedMVN$Builder,exec_26,6,4,0.6281829766714936,true,-0.02108907918443188
PT-20,demos.AnnealedMVN$Builder,exec_26,6,5,0.5704192863308999,true,-0.10029626961158115
PT-20,demos.AnnealedMVN$Builder,exec_26,6,6,0.48441709249295284,true,0.11670134547772933
PT-20,demos.AnnealedMVN$Builder,exec_26,6,7,0.41481889034025443,true,0.16699773319516895
PT-20,demos.AnnealedMVN$Builder,exec_26,6,8,0.3706203501660686,true,0.12414385929825096
PT-20,demos.AnnealedMVN$Builder,exec_26,6,9,0.33052468565013005,true,0.04738256780324274
PT-20,demos.AnnealedMVN$Builder,exec_26,6,10,0.27112842207090126,true,-0.08290078905401618
PT-20,demos.AnnealedMVN$Builder,exec_26,6,11,0.22004563646805042,true,-0.07755760302855023
PT-20,demos.AnnealedMVN$Builder,exec_26,6,12,0.18493517714119495,true,-0.02706201918450322
PT-20,demos.AnnealedMVN$Builder,exec_26,6,13,0.154243033988618,true,0.045625355741097634
PT-20,demos.AnnealedMVN$Builder,exec_26,6,14,0.12745789247016212,true,0.03409640129565308
PT-20,demos.AnnealedMVN$Builder,exec_26,6,15,0.09953252517722537,true,0.13251136101671857
PT-20,demos.AnnealedMVN$Builder,exec_26,6,16,0.06612156065783041,true,0.012926851972518699
PT-20,demos.AnnealedMVN$Builder,exec_26,6,17,0.0423000961287754,true,0.054484645608628604
PT-20,demos.AnnealedMVN$Builder,exec_26,6,18,0.02244497310796687,true,0.08068785181414151
PT-20,demos.AnnealedMVN$Builder,exec_26,6,19,0.0,true,-0.1839528887386421
PT-20,demos.AnnealedMVN$Builder,exec_26,7,0,1.0,true,0.05041634043275051
PT-20,demos.AnnealedMVN$Builder,exec_26,7,1,0.8960932245582736,true,0.02328032262375284
PT-20,demos.AnnealedMVN$Builder,exec_26,7,2,0.8162190747866227,true,0.04785196243548325
PT-20,demos.AnnealedMVN$Builder,exec_26,7,3,0.7256234060288045,true,0.04197643911432943
PT-20,demos.AnnealedMVN$Builder,exec_26,7,4,0.6607451164157616,true,0.007350940680381849
PT-20,demos.AnnealedMVN$Builder,exec_26,7,5,0.5856865258644934,true,-0.051535121193284836
PT-20,demos.AnnealedMVN$Builder,exec_26,7,6,0.5065644471163449,true,0.03852520442276061
PT-20,demos.AnnealedMVN$Builder,exec_26,7,7,0.4466772044345977,true,0.05633369759935329
PT-20,demos.AnnealedMVN$Builder,exec_26,7,8,0.3954568941911266,true,0.03168739528267307
PT-20,demos.AnnealedMVN$Builder,exec_26,7,9,0.3446099467685597,true,0.06265602193324339
PT-20,demos.AnnealedMVN$Builder,exec_26,7,10,0.29046349413983164,true,0.10748853194216157
PT-20,demos.AnnealedMVN$Builder,exec_26,7,11,0.23981251978891216,true,0.025885572333466923
PT-20,demos.AnnealedMVN$Builder,exec_26,7,12,0.19728931906981767,true,0.003468546434317002
PT-20,demos.AnnealedMVN$Builder,exec_26,7,13,0.1606512034476354,true,0.03930185228784951
PT-20,demos.AnnealedMVN$Builder,exec_26,7,14,0.12655026462253147,true,-0.10443320962410936
PT-20,demos.AnnealedMVN$Builder,exec_26,7,15,0.10068898275573587,true,0.038830219430046005
PT-20,demos.AnnealedMVN$Builder,exec_26,7,16,0.06896907069247551,true,0.03167546354312662
PT-20,demos.AnnealedMVN$Builder,exec_26,7,17,0.04414141492757454,true,0.04181653621015491
PT-20,demos.AnnealedMVN$Builder,exec_26,7,18,0.02523206542003176,true,0.1345845011762954
PT-20,demos.AnnealedMVN$Builder,exec_26,7,19,0.0,true,0.054700176463626064
PT-20,demos.AnnealedMVN$Builder,exec_26,8,0,1.0,true,0.01601274083806086
PT-20,demos.AnnealedMVN$Builder,exec_26,8,1,0.9107224246256694,true,0.05504870738139979
PT-20,demos.AnnealedMVN$Builder,exec_26,8,2,0.8102407338810296,true,0.01794947037676168
PT-20,demos.AnnealedMVN$Builder,exec_26,8,3,0.718804346955525,true,0.08940979808262096
PT-20,demos.AnnealedMVN$Builder,exec_26,8,4,0.644758168851403,true,-0.033773483309251895
PT-20,demos.AnnealedMVN$Builder,exec_26,8,5,0.5699903000383781,true,0.035338200285662806
PT-20,demos.AnnealedMVN$Builder,exec_26,8,6,0.5073893560693159,true,-0.0035556898711504737
PT-20,demos.AnnealedMVN$Builder,exec_26,8,7,0.4492538896541689,true,-0.028567000961876105
PT-20,demos.AnnealedMVN$Builder,exec_26,8,8,0.39285502064217703,true,0.02446762094912974
PT-20,demos.AnnealedMVN$Builder,exec_26,8,9,0.34079978725703075,true,0.08449117197759522
PT-20,demos.AnnealedMVN$Builder,exec_26,8,10,0.291283860775439,true,0.03358036467935221
PT-20,demos.AnnealedMVN$Builder,exec_26,8,11,0.2523455773696204,true,-0.03339884522330564
PT-20,demos.AnnealedMVN$Builder,exec_26,8,12,0.21673037750077553,true,0.1187765601940801
PT-20,demos.AnnealedMVN$Builder,exec_26,8,13,0.18109430769170626,true,0.07932637046994369
PT-20,demos.AnnealedMVN$Builder,exec_26,8,14,0.143506118793985,true,0.017510514868632088
PT-20,demos.AnnealedMVN$Builder,exec_26,8,15,0.10652798289707308,true,0.09423949963244485
PT-20,demos.AnnealedMVN$Builder,exec_26,8,16,0.07698057142364098,true,-0.022412539267517306
PT-20,demos.AnnealedMVN$Builder,exec_26,8,17,0.04582596040812154,true,0.02927963391381992
PT-20,demos.AnnealedMVN$Builder,exec_26,8,18,0.022892321138704663,true,0.08985820341489503
