method,model,execFolder,round,iteration,annealingParameter,logNormalization,deltaIterations,deltaAnnealingParameter
SSMC,demos.PhylogeneticTree$Builder,exec_30,10,181,0.5136879314088889,-465.06174057804645,6,0.0684870090101084
SSMC,demos.PhylogeneticTree$Builder,exec_30,10,187,0.5897590526256471,-530.2338486738211,6,0.07607112121675819
SSMC,demos.PhylogeneticTree$Builder,exec_30,10,193,0.681866158343435,-608.328186659455,6,0.09210710571778791
SSMC,demos.PhylogeneticTree$Builder,exec_30,10,199,0.7996311603683741,-708.1141722398559,6,0.11776500202493911
SSMC,demos.PhylogeneticTree$Builder,exec_30,10,205,0.928020742543102,-818.4923478513412,6,0.12838958217472785
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,1,4.504760515714003E-6,-0.023849616744106683,1,4.504760515714003E-6
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,11,7.140114990418738E-4,-1.3586767771342938,10,7.095067385261598E-4
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,19,0.00142528591086273,-2.7133227893962744,8,7.112744118208562E-4
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,27,0.0023099283280241336,-4.188701136942428,8,8.846424171614037E-4
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,34,0.003334417860370918,-5.72769417712071,7,0.0010244895323467842
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,41,0.004608451812561008,-7.50958943167051,7,0.0012740339521900897
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,48,0.006189723458133995,-9.548768472139187,7,0.0015812716455729878
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,55,0.008165497010080151,-11.955586668007967,7,0.0019757735519461556
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,63,0.010827792323804385,-15.03856578572644,8,0.0026622953137242344
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,71,0.014224314929846,-18.756396752115414,8,0.0033965226060416152
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,79,0.018329583021567602,-23.147369134433795,8,0.004105268091721601
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,87,0.023307334953547424,-28.303804127467117,8,0.004977751931979822
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,96,0.029418476297766023,-34.47110147108221,9,0.0061111413442185986
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,106,0.037095589100075155,-42.08214385371548,10,0.007677112802309132
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,116,0.04608917215978694,-50.77611929600215,10,0.008993583059711784
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,125,0.05591137193662633,-60.18435710513509,9,0.009822199776839395
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,134,0.06776153051907452,-71.2335604562296,9,0.011850158582448186
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,143,0.08181122199489972,-84.32644716743518,9,0.014049691475825202
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,153,0.09946908426332154,-100.53992386358772,10,0.017657862268421823
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,162,0.11909930421876513,-118.39826106586332,9,0.01963021995544359
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,170,0.13953727460122625,-136.903477310195,8,0.020437970382461118
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,179,0.16347766632519783,-158.50606643251794,9,0.023940391723971582
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,187,0.18798268728972103,-180.51679305400165,8,0.0245050209645232
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,196,0.21664306258444033,-205.9905087756272,9,0.028660375294719292
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,206,0.25172135645079574,-237.4506430137951,10,0.035078293866355414
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,216,0.28772485477919274,-269.3117852053955,10,0.036003498328397
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,226,0.3291616368307423,-305.4319162971079,10,0.04143678205154955
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,236,0.37809770369593654,-347.8927363507394,10,0.04893606686519425
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,244,0.4272994901038573,-389.87865896359955,8,0.04920178640792078
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,252,0.4864390564213721,-441.2051605228024,8,0.05913956631751477
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,260,0.5548400627215031,-499.632692678148,8,0.06840100630013102
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,267,0.6272293839733516,-561.7185630854589,7,0.07238932125184849
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,275,0.7172387726418761,-639.1355859901935,8,0.09000938866852448
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,283,0.8203095192930453,-727.9737146489599,8,0.10307074665116922
SSMC,demos.PhylogeneticTree$Builder,exec_30,11,292,0.950316484628791,-838.990680113175,9,0.13000696533574574
SSMC,ode.MRNATransfection$Builder,exec_16,0,1,0.4,-49.32867139475344,1,0.4
SSMC,ode.MRNATransfection$Builder,exec_16,0,3,0.8,-119.05751231140174,2,0.4
SSMC,ode.MRNATransfection$Builder,exec_16,1,1,0.11273691724450943,-34.045181308744624,1,0.11273691724450943
SSMC,ode.MRNATransfection$Builder,exec_16,1,3,0.5999337316711438,-135.5295379384666,2,0.48719681442663443
SSMC,ode.MRNATransfection$Builder,exec_16,2,1,0.001679481114903177,-2.544380110805623,1,0.001679481114903177
SSMC,ode.MRNATransfection$Builder,exec_16,2,4,0.38305974761689543,-5.565804677684481,3,0.38138026650199225
SSMC,ode.MRNATransfection$Builder,exec_16,2,5,0.5113055730503969,-72.44629868289695,1,0.1282458254335015
SSMC,ode.MRNATransfection$Builder,exec_16,2,7,0.8818631653158266,-99.01421766708587,2,0.3705575922654297
SSMC,ode.MRNATransfection$Builder,exec_16,2,8,0.9605954149586599,-145.99991899880268,1,0.07873224964283321
SSMC,ode.MRNATransfection$Builder,exec_16,2,9,0.988928774114932,-155.72911749062533,1,0.02833335915627211
SSMC,ode.MRNATransfection$Builder,exec_16,3,1,2.9194346219380312E-5,-1.0439312594938235,1,2.9194346219380312E-5
SSMC,ode.MRNATransfection$Builder,exec_16,3,4,0.007666692967024907,-2.207788868922638,3,0.007637498620805527
SSMC,ode.MRNATransfection$Builder,exec_16,3,6,0.06678758511732971,-8.441847906707672,2,0.059120892150304805
SSMC,ode.MRNATransfection$Builder,exec_16,3,7,0.15215003959717519,-14.583835935782176,1,0.08536245447984547
SSMC,ode.MRNATransfection$Builder,exec_16,3,8,0.3396914749325844,-29.61584125784817,1,0.1875414353354092
SSMC,ode.MRNATransfection$Builder,exec_16,3,9,0.5389347720727202,-52.7633001580249,1,0.19924329714013583
SSMC,ode.MRNATransfection$Builder,exec_16,3,10,0.6229208825875805,-71.81268544485546,1,0.08398611051486027
SSMC,ode.MRNATransfection$Builder,exec_16,3,11,0.7657207668605926,-77.33874361879013,1,0.14279988427301216
SSMC,ode.MRNATransfection$Builder,exec_16,3,12,0.8838220963718482,-82.74388809587094,1,0.11810132951125552
SSMC,ode.MRNATransfection$Builder,exec_16,3,13,0.9339347874991291,-83.27223622944027,1,0.050112691127280895
SSMC,ode.MRNATransfection$Builder,exec_16,4,1,2.139766544566629E-6,-1.8195507462668867,1,2.139766544566629E-6
SSMC,ode.MRNATransfection$Builder,exec_16,4,2,3.8883389019939146E-4,-2.082211388306453,1,3.8669412365482486E-4
SSMC,ode.MRNATransfection$Builder,exec_16,4,3,0.003473259316630712,-2.7097482475801247,1,0.0030844254264313204
SSMC,ode.MRNATransfection$Builder,exec_16,4,5,0.029525565185040136,-5.226572047309478,2,0.026052305868409426
SSMC,ode.MRNATransfection$Builder,exec_16,4,6,0.06803644070581252,-8.95355594117209,1,0.038510875520772384
SSMC,ode.MRNATransfection$Builder,exec_16,4,7,0.13376809207243862,-16.17775644564797,1,0.06573165136662609
SSMC,ode.MRNATransfection$Builder,exec_16,4,8,0.19456469445824293,-27.213146226391196,1,0.06079660238580431
SSMC,ode.MRNATransfection$Builder,exec_16,4,9,0.24931825836182286,-35.08367529989609,1,0.05475356390357994
SSMC,ode.MRNATransfection$Builder,exec_16,4,10,0.31278189242273774,-41.360638388235095,1,0.06346363406091488
SSMC,ode.MRNATransfection$Builder,exec_16,4,11,0.40393643982968197,-46.96882193886137,1,0.09115454740694423
SSMC,ode.MRNATransfection$Builder,exec_16,4,12,0.5131684731708636,-47.88068958574206,1,0.10923203334118159
SSMC,ode.MRNATransfection$Builder,exec_16,4,13,0.582710005704715,-44.74185916814983,1,0.06954153253385142
SSMC,ode.MRNATransfection$Builder,exec_16,4,15,0.6740972646261196,-40.57552209375402,2,0.09138725892140465
SSMC,ode.MRNATransfection$Builder,exec_16,4,17,0.7544175999838908,-36.809863746227286,2,0.08032033535777117
SSMC,ode.MRNATransfection$Builder,exec_16,5,1,1.3519918658198623E-7,-1.0038345988522375,1,1.3519918658198623E-7
SSMC,ode.MRNATransfection$Builder,exec_16,5,5,1.1949694917605144E-5,-1.3344800867801503,4,1.1814495731023159E-5
SSMC,ode.MRNATransfection$Builder,exec_16,5,7,0.0025143490728596098,-1.8222714550679449,2,0.0025023993779420047
SSMC,ode.MRNATransfection$Builder,exec_16,5,8,0.009029579986622098,-2.6362442848348002,1,0.006515230913762488
SSMC,ode.MRNATransfection$Builder,exec_16,5,9,0.019892597253917628,-4.309323863311366,1,0.01086301726729553
SSMC,ode.MRNATransfection$Builder,exec_16,5,10,0.035856315168422234,-6.703031644206838,1,0.015963717914504606
SSMC,ode.MRNATransfection$Builder,exec_16,5,11,0.05715906729191157,-9.784021430677651,1,0.021302752123489338
SSMC,ode.MRNATransfection$Builder,exec_16,5,12,0.07641494183438033,-13.627291048199343,1,0.019255874542468757
SSMC,ode.MRNATransfection$Builder,exec_16,5,15,0.1259607595017226,-22.662300575545977,3,0.049545817667342285
SSMC,ode.MRNATransfection$Builder,exec_16,5,16,0.14576609792808284,-25.33099347784881,1,0.01980533842636023
SSMC,ode.MRNATransfection$Builder,exec_16,5,17,0.1679280798267059,-27.94974133966896,1,0.022161981898623062
SSMC,ode.MRNATransfection$Builder,exec_16,5,18,0.19121185835119606,-30.276623842976484,1,0.02328377852449015
SSMC,ode.MRNATransfection$Builder,exec_16,5,19,0.21589268212932178,-32.40497419603029,1,0.02468082377812572
SSMC,ode.MRNATransfection$Builder,exec_16,5,20,0.24094125355160706,-33.99049615581212,1,0.025048571422285282
SSMC,ode.MRNATransfection$Builder,exec_16,5,21,0.2616511554409231,-34.08451177001125,1,0.02070990188931604
SSMC,ode.MRNATransfection$Builder,exec_16,5,22,0.278616679748085,-33.588290757895635,1,0.016965524307161917
SSMC,ode.MRNATransfection$Builder,exec_16,5,25,0.335488485511073,-31.603520984961754,3,0.056871805762988004
SSMC,ode.MRNATransfection$Builder,exec_16,5,29,0.4998174300308558,-26.424784687700374,4,0.1643289445197828
SSMC,ode.MRNATransfection$Builder,exec_16,5,31,0.6405212375382248,-20.20938361566508,2,0.14070380750736894
SSMC,ode.MRNATransfection$Builder,exec_16,6,1,7.659691716272657E-9,-0.7075622642600901,1,7.659691716272657E-9
SSMC,ode.MRNATransfection$Builder,exec_16,6,4,3.2506739718472673E-7,-0.9785743752580522,3,3.174077054684541E-7
SSMC,ode.MRNATransfection$Builder,exec_16,6,6,4.911841644522313E-6,-1.2379802904053876,2,4.586774247337586E-6
SSMC,ode.MRNATransfection$Builder,exec_16,6,8,5.3575433172892346E-5,-1.4986692203635328,2,4.866359152837003E-5
SSMC,ode.MRNATransfection$Builder,exec_16,6,10,8.892585730378951E-4,-1.8768451441416296,2,8.356831398650028E-4
SSMC,ode.MRNATransfection$Builder,exec_16,6,11,0.0027770316016020287,-2.206943340723021,1,0.0018877730285641336
SSMC,ode.MRNATransfection$Builder,exec_16,6,13,0.011965492311825327,-3.5910642927206062,2,0.0091884607102233
SSMC,ode.MRNATransfection$Builder,exec_16,6,17,0.045982851776379535,-9.219783288188392,4,0.03401735946455421
SSMC,ode.MRNATransfection$Builder,exec_16,6,21,0.10379518663625002,-20.405823198930182,4,0.05781233485987049
SSMC,ode.MRNATransfection$Builder,exec_16,6,24,0.12706323398015038,-24.17261831313346,3,0.023268047343900353
SSMC,ode.MRNATransfection$Builder,exec_16,6,26,0.14230168149502012,-26.34648018476941,2,0.015238447514869746
SSMC,ode.MRNATransfection$Builder,exec_16,6,27,0.15071106858628627,-27.19193397499083,1,0.008409387091266152
SSMC,ode.MRNATransfection$Builder,exec_16,6,28,0.15968289313470652,-27.855116002584836,1,0.008971824548420243
SSMC,ode.MRNATransfection$Builder,exec_16,6,29,0.17032845865444085,-28.297251128454747,1,0.010645565519734335
SSMC,ode.MRNATransfection$Builder,exec_16,6,30,0.18422810004471907,-28.49726221167546,1,0.013899641390278217
SSMC,ode.MRNATransfection$Builder,exec_16,6,31,0.19517104217413606,-28.387206580591343,1,0.010942942129416988
SSMC,ode.MRNATransfection$Builder,exec_16,6,33,0.20884615960574188,-28.00098709682437,2,0.013675117431605821
SSMC,ode.MRNATransfection$Builder,exec_16,6,39,0.25884257325267007,-26.508631868614966,6,0.049996413646928195
SSMC,ode.MRNATransfection$Builder,exec_16,6,43,0.4002092049957213,-22.150232456955443,4,0.14136663174305125
SSMC,ode.MRNATransfection$Builder,exec_16,6,45,0.5385041646389283,-16.877170784683056,2,0.13829495964320693
SSMC,ode.MRNATransfection$Builder,exec_16,6,48,0.8371172386098503,-4.252979613487838,3,0.29861307397092207
SSMC,ode.MRNATransfection$Builder,exec_16,7,1,4.1150344608198886E-10,-0.7213557401112869,1,4.1150344608198886E-10
SSMC,ode.MRNATransfection$Builder,exec_16,7,11,6.629634551253307E-7,-1.017318212719069,10,6.625519516792487E-7
SSMC,ode.MRNATransfection$Builder,exec_16,7,14,9.13996647457021E-6,-1.2436205587913443,3,8.47700301944488E-6
SSMC,ode.MRNATransfection$Builder,exec_16,7,18,1.7455247877673632E-4,-1.5552027330090858,4,1.654125123021661E-4
SSMC,ode.MRNATransfection$Builder,exec_16,7,21,0.002001939305604521,-2.007173748157641,3,0.001827386826827785
SSMC,ode.MRNATransfection$Builder,exec_16,7,25,0.01822425006004303,-4.264104123398752,4,0.01622231075443851
SSMC,ode.MRNATransfection$Builder,exec_16,7,28,0.039837454161393615,-8.622298656952431,3,0.021613204101350585
SSMC,ode.MRNATransfection$Builder,exec_16,7,32,0.09323803055319572,-17.00624431496673,4,0.05340057639180211
SSMC,ode.MRNATransfection$Builder,exec_16,7,33,0.10353014945810263,-19.472657207589457,1,0.010292118904906902
SSMC,ode.MRNATransfection$Builder,exec_16,7,35,0.11567814730349203,-22.08859701054825,2,0.012147997845389405
SSMC,ode.MRNATransfection$Builder,exec_16,7,37,0.12577380842082514,-23.699577506659367,2,0.010095661117333107
SSMC,ode.MRNATransfection$Builder,exec_16,7,39,0.1329408365531736,-24.809799961837015,2,0.0071670281323484575
SSMC,ode.MRNATransfection$Builder,exec_16,7,41,0.1394817893848112,-25.49346568208798,2,0.006540952831637609
SSMC,ode.MRNATransfection$Builder,exec_16,7,43,0.14605248318807007,-25.99844019159515,2,0.006570693803258865
SSMC,ode.MRNATransfection$Builder,exec_16,7,45,0.15294936825873762,-26.306041110572764,2,0.006896885070667547
SSMC,ode.MRNATransfection$Builder,exec_16,7,48,0.16419552276355065,-26.438715476303166,3,0.011246154504813033
SSMC,ode.MRNATransfection$Builder,exec_16,7,52,0.18433968782336674,-26.12382593758197,4,0.020144165059816088
SSMC,ode.MRNATransfection$Builder,exec_16,7,57,0.23302798124014878,-24.86110247486736,5,0.04868829341678205
SSMC,ode.MRNATransfection$Builder,exec_16,7,60,0.31097774103547193,-22.469591486297567,3,0.07794975979532315
SSMC,ode.MRNATransfection$Builder,exec_16,7,64,0.4481387942137616,-17.115598486079506,4,0.1371610531782897
SSMC,ode.MRNATransfection$Builder,exec_16,7,67,0.6451567274867964,-9.954784076430059,3,0.1970179332730348
SSMC,ode.MRNATransfection$Builder,exec_16,7,70,0.8900221548302951,1.4066152096766045,3,0.2448654273434987
SSMC,ode.MRNATransfection$Builder,exec_16,8,1,1.100457149207095E-11,-0.6115906455498648,1,1.100457149207095E-11
SSMC,ode.MRNATransfection$Builder,exec_16,8,9,2.8052302623783053E-9,-0.8023747950104676,8,2.7942256908862345E-9
SSMC,ode.MRNATransfection$Builder,exec_16,8,14,3.6029816528761176E-7,-1.0642083667881304,5,3.5749293502523344E-7
SSMC,ode.MRNATransfection$Builder,exec_16,8,18,4.772620657158865E-6,-1.3174891849340575,4,4.4123224918712535E-6
SSMC,ode.MRNATransfection$Builder,exec_16,8,24,6.331454194303211E-5,-1.631757895624923,6,5.854192128587325E-5
SSMC,ode.MRNATransfection$Builder,exec_16,8,28,3.8114920598425353E-4,-1.990475689988048,4,3.1783466404122144E-4
SSMC,ode.MRNATransfection$Builder,exec_16,8,32,0.0047692724267507135,-2.809690455734515,4,0.00438812322076646
SSMC,ode.MRNATransfection$Builder,exec_16,8,39,0.029666550252889553,-7.357354628977111,7,0.02489727782613884
SSMC,ode.MRNATransfection$Builder,exec_16,8,44,0.07162684030364008,-14.82557231718929,5,0.041960290050750526
SSMC,ode.MRNATransfection$Builder,exec_16,8,46,0.08340010059401973,-17.267013660631086,2,0.011773260290379645
SSMC,ode.MRNATransfection$Builder,exec_16,8,48,0.0917167513402903,-18.81597443833511,2,0.008316650746270568
SSMC,ode.MRNATransfection$Builder,exec_16,8,50,0.10010651982365987,-20.054967106662872,2,0.008389768483369572
SSMC,ode.MRNATransfection$Builder,exec_16,8,52,0.10832634503544222,-21.10960149288269,2,0.008219825211782356
SSMC,ode.MRNATransfection$Builder,exec_16,8,54,0.11601698893211304,-21.876513112184703,2,0.007690643896670818
SSMC,ode.MRNATransfection$Builder,exec_16,8,56,0.12196821979873305,-22.340006154184174,2,0.005951230866620014
SSMC,ode.MRNATransfection$Builder,exec_16,8,59,0.12992772233025585,-22.640663560865157,3,0.007959502531522791
SSMC,ode.MRNATransfection$Builder,exec_16,8,63,0.1385005610913875,-22.697171365018242,4,0.008572838761131657
SSMC,ode.MRNATransfection$Builder,exec_16,8,71,0.1558028079191138,-22.456166748981857,8,0.017302246827726298
SSMC,ode.MRNATransfection$Builder,exec_16,8,78,0.19080987426383475,-21.624109976501764,7,0.03500706634472095
SSMC,ode.MRNATransfection$Builder,exec_16,8,83,0.2485260436733451,-19.769341449370476,5,0.057716169409510354
SSMC,ode.MRNATransfection$Builder,exec_16,8,87,0.3267732968221,-16.991398027860413,4,0.07824725314875489
SSMC,ode.MRNATransfection$Builder,exec_16,8,92,0.457511277787967,-11.612907852803627,5,0.13073798096586703
SSMC,ode.MRNATransfection$Builder,exec_16,8,95,0.5825434853150739,-6.493937088416799,3,0.12503220752710692
SSMC,ode.MRNATransfection$Builder,exec_16,8,99,0.794997595985769,2.9737556142745465,4,0.21245411067069508
SSMC,ode.MRNATransfection$Builder,exec_16,9,1,3.837762313138782E-13,-0.5460460978918258,1,3.837762313138782E-13
SSMC,ode.MRNATransfection$Builder,exec_16,9,11,1.0963693680160434E-10,-0.7619280678274247,10,1.0925316057029046E-10
SSMC,ode.MRNATransfection$Builder,exec_16,9,18,2.0471697626921615E-8,-1.0084098694007793,7,2.036206069012001E-8
SSMC,ode.MRNATransfection$Builder,exec_16,9,23,3.1266022814231655E-7,-1.274178572799408,5,2.921885305153949E-7
SSMC,ode.MRNATransfection$Builder,exec_16,9,30,4.53911140184934E-6,-1.57286063509095,7,4.226451173707023E-6
SSMC,ode.MRNATransfection$Builder,exec_16,9,36,2.8976538730931425E-5,-1.8550003033629734,6,2.4437427329082086E-5
SSMC,ode.MRNATransfection$Builder,exec_16,9,44,3.844221829399592E-4,-2.2575391866800114,8,3.554456442090277E-4
SSMC,ode.MRNATransfection$Builder,exec_16,9,51,0.0053453168627892,-3.368084003945431,7,0.004960894679849241
SSMC,ode.MRNATransfection$Builder,exec_16,9,62,0.035917450124658606,-8.933121358779003,11,0.030572133261869406
SSMC,ode.MRNATransfection$Builder,exec_16,9,71,0.07562489954370485,-16.58534313472635,9,0.03970744941904625
SSMC,ode.MRNATransfection$Builder,exec_16,9,77,0.09063937009757675,-19.2998346591625,6,0.015014470553871895
SSMC,ode.MRNATransfection$Builder,exec_16,9,81,0.09850529990436316,-20.63812369490708,4,0.00786592980678641
SSMC,ode.MRNATransfection$Builder,exec_16,9,85,0.10517772547593511,-21.598199246230855,4,0.006672425571571952
SSMC,ode.MRNATransfection$Builder,exec_16,9,88,0.10994693993593319,-22.180223310530387,3,0.004769214459998075
SSMC,ode.MRNATransfection$Builder,exec_16,9,91,0.11466217937821208,-22.608553758359044,3,0.00471523944227889
SSMC,ode.MRNATransfection$Builder,exec_16,9,94,0.11937650398603412,-22.913502205469392,3,0.0047143246078220485
SSMC,ode.MRNATransfection$Builder,exec_16,9,97,0.12450121326269195,-23.102602343086865,3,0.005124709276657827
SSMC,ode.MRNATransfection$Builder,exec_16,9,101,0.13247509141549832,-23.15991962960132,4,0.007973878152806368
SSMC,ode.MRNATransfection$Builder,exec_16,9,107,0.15074932480801806,-22.89371178285362,6,0.01827423339251974
SSMC,ode.MRNATransfection$Builder,exec_16,9,113,0.1824156458296511,-22.115516627034054,6,0.031666321021633054
SSMC,ode.MRNATransfection$Builder,exec_16,9,118,0.225672862984647,-20.779267520101165,5,0.04325721715499589
SSMC,ode.MRNATransfection$Builder,exec_16,9,123,0.28778331801139667,-18.532397896927172,5,0.06211045502674967
SSMC,ode.MRNATransfection$Builder,exec_16,9,129,0.3998744151079282,-14.224819096706492,6,0.11209109709653153
SSMC,ode.MRNATransfection$Builder,exec_16,9,137,0.5977827598996499,-5.505196839884502,8,0.1979083447917217
SSMC,ode.MRNATransfection$Builder,exec_16,9,144,0.8878163905479207,7.666393368281428,7,0.2900336306482708
SSMC,ode.MRNATransfection$Builder,exec_16,10,1,1.3211250339144086E-14,-0.4877722492356735,1,1.3211250339144086E-14
SSMC,ode.MRNATransfection$Builder,exec_16,10,24,2.4084777629243896E-10,-0.7316008753824992,23,2.408345650420998E-10
SSMC,ode.MRNATransfection$Builder,exec_16,10,39,1.0163210758705255E-7,-0.9910520496938906,15,1.0139125981076011E-7
SSMC,ode.MRNATransfection$Builder,exec_16,10,54,4.558133617460174E-6,-1.3314571823035513,15,4.4565015098731214E-6
SSMC,ode.MRNATransfection$Builder,exec_16,10,72,3.0558184853836574E-4,-1.826810342796115,18,3.0102371492090555E-4
SSMC,ode.MRNATransfection$Builder,exec_16,10,90,0.01409178334065321,-4.684292061788641,18,0.013786201492114845
SSMC,ode.MRNATransfection$Builder,exec_16,10,102,0.04984427122134406,-11.225470933137178,12,0.035752487880690846
SSMC,ode.MRNATransfection$Builder,exec_16,10,108,0.07326462087124569,-15.517466305261223,6,0.023420349649901633
SSMC,ode.MRNATransfection$Builder,exec_16,10,112,0.08580388983644902,-18.004175584168856,4,0.012539268965203326
SSMC,ode.MRNATransfection$Builder,exec_16,10,116,0.0938286567067696,-19.419487183181786,4,0.008024766870320582
SSMC,ode.MRNATransfection$Builder,exec_16,10,120,0.09954705570227199,-20.32017525748632,4,0.005718398995502388
SSMC,ode.MRNATransfection$Builder,exec_16,10,124,0.1041244325748465,-20.892846871067484,4,0.004577376872574521
SSMC,ode.MRNATransfection$Builder,exec_16,10,129,0.10907800443804358,-21.3574589416877,5,0.004953571863197073
SSMC,ode.MRNATransfection$Builder,exec_16,10,134,0.11366711556089179,-21.613051239578642,5,0.004589111122848211
SSMC,ode.MRNATransfection$Builder,exec_16,10,141,0.12031505233037149,-21.740764389038556,7,0.006647936769479695
SSMC,ode.MRNATransfection$Builder,exec_16,10,151,0.13334959974628643,-21.63715527104866,10,0.013034547415914949
SSMC,ode.MRNATransfection$Builder,exec_16,10,160,0.16143340526744365,-21.042589438107544,9,0.028083805521157218
SSMC,ode.MRNATransfection$Builder,exec_16,10,169,0.21015977778590408,-19.570559945355143,9,0.04872637251846043
SSMC,ode.MRNATransfection$Builder,exec_16,10,179,0.293862776120997,-16.513390544789484,10,0.0837029983350929
SSMC,ode.MRNATransfection$Builder,exec_16,10,188,0.41748643261895124,-11.54596005066066,9,0.12362365649795426
SSMC,ode.MRNATransfection$Builder,exec_16,10,198,0.6348436891587619,-1.815755028501246,10,0.21735725653981064
SSMC,ode.MRNATransfection$Builder,exec_16,10,207,0.9530665567734835,12.56891406713994,9,0.3182228676147216
SSMC,ode.MRNATransfection$Builder,exec_16,11,1,1.0908197755821353E-16,-0.32896615314927224,1,1.0908197755821353E-16
SSMC,ode.MRNATransfection$Builder,exec_16,11,40,4.682320177676561E-10,-0.6236023466184291,39,4.682319086856785E-10
SSMC,ode.MRNATransfection$Builder,exec_16,11,57,7.490234902616147E-8,-0.9054150652201027,17,7.443411700839382E-8
SSMC,ode.MRNATransfection$Builder,exec_16,11,75,3.0784142889325593E-6,-1.283858489646045,18,3.003511939906398E-6
SSMC,ode.MRNATransfection$Builder,exec_16,11,96,1.0737228285568136E-4,-1.6872097627736267,21,1.042938685667488E-4
SSMC,ode.MRNATransfection$Builder,exec_16,11,122,0.007225898556410426,-3.4707145640885466,26,0.007118526273554745
SSMC,ode.MRNATransfection$Builder,exec_16,11,141,0.03832873647352714,-9.43092446443555,19,0.031102837917116717
SSMC,ode.MRNATransfection$Builder,exec_16,11,149,0.05877343373477966,-13.097114654764047,8,0.020444697261252517
SSMC,ode.MRNATransfection$Builder,exec_16,11,152,0.0670245745238287,-14.399883586525545,3,0.008251140789049045
SSMC,ode.MRNATransfection$Builder,exec_16,11,155,0.07429717182991638,-15.499357851017274,3,0.007272597306087675
SSMC,ode.MRNATransfection$Builder,exec_16,11,157,0.0786013903350566,-16.097658874777018,2,0.00430421850514022
SSMC,ode.MRNATransfection$Builder,exec_16,11,160,0.08354499426844074,-16.648119059810426,3,0.004943603933384139
SSMC,ode.MRNATransfection$Builder,exec_16,11,164,0.0888104198493377,-17.06721959711748,4,0.00526542558089696
SSMC,ode.MRNATransfection$Builder,exec_16,11,169,0.09367766912938606,-17.32858871404285,5,0.0048672492800483635
SSMC,ode.MRNATransfection$Builder,exec_16,11,177,0.10003579082427622,-17.531970541254786,8,0.006358121694890154
SSMC,ode.MRNATransfection$Builder,exec_16,11,190,0.10828243459638,-17.608895397898372,13,0.008246643772103782
SSMC,ode.MRNATransfection$Builder,exec_16,11,206,0.11971987972735154,-17.52637735213883,16,0.011437445130971544
SSMC,ode.MRNATransfection$Builder,exec_16,11,217,0.13521890614732218,-17.195791994393367,11,0.01549902641997064
SSMC,ode.MRNATransfection$Builder,exec_16,11,225,0.15457386521642041,-16.544730142329822,8,0.019354959069098232
SSMC,ode.MRNATransfection$Builder,exec_16,11,231,0.17495231059390362,-15.646750331769116,6,0.020378445377483206
SSMC,ode.MRNATransfection$Builder,exec_16,11,237,0.19995249895598016,-14.328437565567858,6,0.025000188362076542
SSMC,ode.MRNATransfection$Builder,exec_16,11,243,0.23268049425740098,-12.413079891881631,6,0.032727995301420815
SSMC,ode.MRNATransfection$Builder,exec_16,11,251,0.28540255203723397,-8.91049729800201,8,0.05272205777983299
SSMC,ode.MRNATransfection$Builder,exec_16,11,264,0.4055492799062304,-0.5095470486128573,13,0.12014672786899644
SSMC,ode.MRNATransfection$Builder,exec_16,11,280,0.6411464581376173,16.91724374429394,16,0.23559717823138687
SAIS,glms.SpikeSlabClassification$Builder,exec_48,0,1,0.4,-37.82604225361406,1,0.4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,1,1,0.049995988864418285,-1.8345400126688436,1,0.049995988864418285
SAIS,glms.SpikeSlabClassification$Builder,exec_48,2,1,0.0012871683641256452,-0.3920471360099307,1,0.0012871683641256452
