method,model,execFolder,round,isAdapt,beta,value
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.16,6.897822384927297
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.17,7.064282740469551
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.18,7.202482922921991
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.19,7.3124229322846155
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.2,7.394102768557431
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.21,7.447522431740406
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.22,7.472681921833583
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.23,7.469581238836938
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.24,7.4382203827504725
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.25,7.378599353574188
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.26,7.290718151308095
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.27,7.174576775952172
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.28,7.03017522750644
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.29,6.857513505970889
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.3,6.656591611345526
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.31,6.427409543630333
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.32,6.169967302825343
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.33,5.8842648889305185
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.34,5.565697736268071
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.35,5.114870230665614
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.36,4.714629357347521
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.37,4.364975116313733
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.38,4.06590750756428
